Tester,SystemName,Nodes,JVMVendor,CPUDescription,MHz,Chips,Cores,TotalThreads,TotalMemory,SSJ,AVG,AVGidle,Overall
Hewlett Packard Enterprise,ProLiant DL325 Gen11,1,Oracle Corporation,AMD EPYC 9654P 2.40 GHz,2400,1,96,192,192,"10,040,590",381,72.5,"20,294"
"Hewlett-Packard
","ProLiant DL385 G6 (2.6GHz, AMD Opteron 2435 processor)",1,Oracle Corporation,2.6 GHz AMD Opteron 2435,2600,2,12,12,16,"491,305",258,120,"1,307"
Hewlett-Packard Company,"Proliant DL360 G5 (3.0 GHz, Intel Xeon processor E5450)",1,"BEA Systems, Inc.",Intel Xeon E5450,3000,2,8,8,16,"308,847",288,180,662
Hewlett-Packard Company,"Proliant DL160 G5 (3.0 GHz, Intel Xeon processor E5450)",1,"BEA Systems, Inc.",Intel Xeon E5450,3000,2,8,8,16,"308,022",269,160,698
Hewlett-Packard Company,"Proliant DL580 G5 (1.86 GHz, Intel Xeon processor L7345)",1,"BEA Systems, Inc.",Intel Xeon L7345,1860,4,16,16,16,"359,523",387,271,546
Hewlett-Packard Company,"Proliant DL180 G5 (3.00 GHz, Intel Xeon processor E5450)",1,"BEA Systems, Inc.",Intel Xeon E5450,3000,2,8,8,16,"299,610",244,123,778
Hewlett-Packard Company,"ProLiant DL180 G5 (2.50 GHz, Intel Xeon processor L5420)",1,"BEA Systems, Inc.",Intel Xeon L5420,2500,2,8,8,8,"282,281",189,106,930
Hewlett-Packard Company,"ProLiant DL360 G5 (3.00 GHz, Intel Xeon processor E5450)",1,"BEA Systems, Inc.",Intel Xeon E5450,3000,2,8,8,16,NC,NC,NC,NC
Hewlett-Packard Company,"ProLiant DL160 G5 (2.50 GHz, Intel Xeon processor L5420)",1,"BEA Systems, Inc.",Intel Xeon L5420,2500,2,8,8,16,"281,914",233,148,734
Hewlett-Packard Company,"ProLiant DL120 G5 (2.83 GHz, Intel Xeon processor X3360)",1,"BEA Systems, Inc.",Intel Xeon X3360,2833,1,4,4,8,"190,630",136,69.5,908
Hewlett-Packard Company,"ProLiant DL385 G5 (2.30GHz, AMD Opteron processor 2356)",1,Oracle Corporation,AMD Opteron 2356,2300,2,8,8,8,"240,914",299,178,498
Hewlett-Packard Company,"ProLiant DL585 G5 (2.70GHz, AMD Opteron 8384)",1,Oracle Corporation,AMD Opteron 8384,2700,4,16,16,16,"622,890",521,299,763
Hewlett-Packard Company,"ProLiant DL385 G5p (2.70GHz, AMD Opteron processor 2384)",1,Oracle Corporation,AMD Opteron 2384,2700,2,8,8,8,"341,306",257,147,835
Hewlett-Packard Company,"ProLiant DL365 G5 (2.70GHz, AMD Opteron processor 2384)",1,"BEA Systems,Inc.",AMD Opteron 2384,2700,2,8,8,8,"337,543",268,144,817
Hewlett-Packard Company,"ProLiant DL785 G5 (2.30GHz, AMD Opteron 8376 HE)",1,Oracle Corporation,Quad-Core AMD Opteron(r) Processor 8376 HE,2300,8,32,32,32,"1,093,578",799,444,866
Hewlett-Packard Company,"ProLiant DL785 G5 (2.30GHz, AMD Opteron 8376 HE)",1,Oracle Corporation,Quad-Core AMD Opteron(r) Processor 8376 HE,2300,8,32,32,32,"1,066,480",796,427,872
Hewlett-Packard Company,"ProLiant DL380 G6 (2.26GHz, Intel Xeon L5520 processor)",1,Oracle Corporation,Intel Xeon L5520,2266,2,8,16,8,NC,NC,NC,NC
Hewlett-Packard Company,"ProLiant DL380 G5 (3.00GHz, Intel Xeon 5160 processor)",1,"BEA Systems,Inc.",Intel Xeon 5160,3000,2,4,4,8,"159,151",258,172,382
Hewlett-Packard Company,"ProLiant DL380 G5 (2.66GHz, Intel Xeon L5430 processor)",1,"BEA Systems,Inc.",Intel Xeon L5430,2666,2,8,8,16,"306,620",253,170,734
Hewlett-Packard Company,"ProLiant DL380 G4 (3.8GHz, Intel Xeon processor)",1,"Sun Microsystems, Inc.",Intel Xeon 3.8GHz,3800,2,2,4,8,"26,880",394,226,45.2
Hewlett-Packard Company,"ProLiant DL360 G6 (2.93GHz, Intel Xeon processor X5570)",1,Oracle Corporation,Intel Xeon X5570,2933,2,8,16,8,"533,105",245,88.4,"1,586"
Hewlett-Packard Company,"ProLiant DL785 G5 (2.50GHz, AMD Opteron 8381 HE)",1,Oracle,Quad-Core AMD Opteron(r) Processor 8381 HE,2500,8,32,32,32,"1,136,736",793,430,905
Hewlett-Packard Company,"ProLiant DL785 G5 (2.50GHz, AMD Opteron 8381 HE)",1,Oracle,Quad-Core AMD Opteron(r) Processor 8381 HE,2500,8,32,32,32,"1,123,158",792,418,927
Hewlett-Packard Company,"ProLiant SL2x170z G6
",4,Oracle Corporation,Intel Xeon L5520,2267,8,32,64,32,NC,NC,NC,NC
Hewlett-Packard Company,"ProLiant BL280c G6
",16,Oracle Corporation,Intel Xeon L5520,2267,32,128,256,128,"7,210,418","2,783",802,"1,877"
Hewlett-Packard Company,ProLiant DL360 G6,1,Oracle Corporation,Intel Xeon L5520,2267,2,8,16,8,NC,NC,NC,NC
Hewlett-Packard Company,"ProLiant DL385 G6 (2.6GHz, AMD Opteron 2435 processor)",1,IBM Corporation,2.6 GHz AMD Opteron 2435,2600,2,12,12,16,"535,814",260,124,"1,394"
Hewlett-Packard Company,"ProLiant DL785 G6 (2.1 GHz, AMD Opteron 8425 HE)",1,IBM Corporation,Six-Core AMD Opteron(r) Processor 8425 HE,2100,8,48,48,32,"1,696,373",852,468,"1,297"
Hewlett-Packard Company,"ProLiant SL2x170z G6 (2.4 GHz, Intel Xeon L5530)
",4,IBM Corporation,Intel Xeon L5530,2400,8,32,64,32,"2,111,524",664,191,"2,316"
Hewlett-Packard Company,ProLiant DL360 G6,1,IBM Corporation,Intel Xeon L5530,2400,2,8,16,8,"531,629",186,62,"2,013"
Hewlett-Packard Company,ProLiant DL380 G6,1,IBM Corporation,Intel Xeon L5530,2400,2,8,16,8,"534,763",187,63.7,"2,012"
Hewlett-Packard Company,"ProLiant BL2x220c G6
",32,IBM Corporation,Intel Xeon L5520,2266,64,256,512,256,"16,445,126","5,547","1,696","2,113"
Hewlett-Packard Company,"ProLiant DL170h G6 (2.4 GHz, Intel Xeon L5530)
",4,IBM Corporation,Intel Xeon L5530,2400,8,32,64,32,"2,116,272",680,217,"2,188"
Hewlett-Packard Company,"ProLiant DL385 G7 (2.2GHz, AMD Opteron 6174)",1,IBM Corporation,AMD Opteron 6174,2200,2,12,24,16,"888,819",271,101,"2,355"
Hewlett-Packard Company,"ProLiant SL2X170z G6
",4,IBM Corporation,Intel Xeon X5670,2933,8,48,96,64,"3,417,531",858,194,"3,106"
Hewlett-Packard Company,"ProLiant DL360 G6 (2.93 GHz, Intel Xeon X5670 processor)",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,16,"872,258",250,68.9,"2,692"
Hewlett-Packard Company,"ProLiant DL380 G6 (2.93 GHz, Intel Xeon X5670 processor)",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,16,"902,465",249,68.1,"2,780"
Hewlett-Packard Company,"ProLiant DL170h G6 (2.93 GHz, Intel Xeon X5670 processor)
",4,IBM Corporation,Intel Xeon X5670,2933,8,48,96,64,"3,444,415",952,219,"2,882"
Hewlett-Packard Company,"ProLiant DL170h G6 (2.93 GHz, Intel Xeon X5670 processor)
",4,IBM Corporation,Intel Xeon X5670,2933,8,48,96,64,"3,424,663",883,216,"3,008"
Hewlett-Packard Company,"ProLiant SL2x170z G6
",4,IBM Corporation,Intel Xeon L5530,2400,8,32,64,32,"2,097,467",656,179,"2,357"
Hewlett-Packard Company,"ProLiant SL2x170z G6
",4,IBM Corporation,Intel Xeon L5640,2267,8,48,96,64,"2,889,017",662,181,"3,210"
Hewlett-Packard Company,"ProLiant DL360 G7 (2.26 GHz, Intel Xeon L5640 processor)",1,IBM Corporation,Intel Xeon L5640,2266,2,12,24,16,"732,062",178,54.6,"2,979"
Hewlett-Packard Company,"ProLiant DL380 G7 (2.26 GHz, Intel Xeon L5640 processor)",1,IBM Corporation,Intel Xeon L5640,2266,2,12,24,16,"725,620",172,53.6,"3,052"
Hewlett-Packard Company,"ProLiant DL170e G6
",4,IBM Corporation,Intel Xeon L5640,2267,8,48,96,64,"2,886,872",660,178,"3,212"
Hewlett-Packard Company,"ProLiant DL380 G7 (3.07 GHz, Intel Xeon X5675 processor)",1,IBM Corporation,Intel Xeon X5675,3067,2,12,24,16,"894,314",222,52.3,"3,197"
Hewlett-Packard Company,"ProLiant SL170s G6 (3.06 GHz, Intel Xeon X5675 processor)
",8,Oracle Corporation,Intel Xeon X5675,3067,16,96,192,128,"7,299,642","1,761",389,"3,322"
Hewlett-Packard Company,"ProLiant DL360 G7 (3.07 GHz, Intel Xeon X5675 processor)",1,Oracle Corporation,Intel Xeon X5675,3067,2,12,24,16,"911,658",216,55.6,"3,329"
Hewlett-Packard Company,"ProLiant DL165 G7 (2.30 GHz, AMD Opteron 6276 processor)",1,IBM Corporation,AMD Opteron 6276,2300,2,32,32,32,"1,180,059",308,68.9,"2,881"
Hewlett-Packard Company,"ProLiant DL385p Gen8 (2.50 GHz, AMD Opteron 6380 processor)",1,IBM Corporation,AMD Opteron 6380,2500,2,32,32,64,"1,660,274",306,66.6,"4,116"
Hewlett-Packard Company,ProLiant DL560 Gen9,1,IBM Corporation,Intel Xeon E5-4669 v3 2.10 GHz,2100,4,72,144,128,NC,NC,NC,NC
"Hewlett-Packard Company
",ProLiant DL580 G3,1,Oracle Corporation,Intel Xeon Processor 7020,2660,4,8,16,16,"86,082",833,520,61.1
"Hewlett-Packard Company
",ProLiant DL580 G4,1,Oracle Corporation,Intel Xeon Processor 7110M,2600,4,8,16,16,"148,741",732,575,114
"Hewlett-Packard Company
",ProLiant ML110 G4,1,Oracle Corporation,Intel Xeon Processor 3040,1860,1,2,2,4,"54,479",117,86,268
"Hewlett-Packard Company
",ProLiant ML110 G5,1,Oracle Corporation,Intel Xeon Processor 3075,2660,1,2,2,4,"98,472",135,93.7,431
"Hewlett-Packard Company
",ProLiant DL360 G4p (Historical),1,Oracle Corporation,Intel Xeon Processor 3.4 GHz,3400,2,2,1,6,"52,239",352,216,95.9
"Hewlett-Packard Company
",ProLiant ML110 G3 (Historical),1,Oracle Corporation,Intel Pentium D Processor 930,3000,1,2,2,4,"52,303",169,105,190
"Hewlett-Packard Company
",ProLiant DL580 G5 (Historical),1,Oracle Corporation,Intel Xeon Processor E7330,2400,4,16,16,64,"506,388",627,418,489
"Hitachi, Ltd.",HA8000/RS440 (AK1),1,IBM Corporation,Intel Xeon X7560,2260,4,32,64,128,"1,957,863","1,103",575,"1,212"
"Hitachi, Ltd.",HA8000/SS10 (DK1),1,IBM Corporation,Intel Core i3-540,3067,1,2,4,8,"149,942",63.2,24.3,"1,701"
"Hitachi, Ltd.",HA8000/TS10 (FK1),1,IBM Corporation,Intel Xeon X3480,3067,1,4,8,8,"325,852",124,43.5,"2,018"
"Hitachi, Ltd.",HA8000/RS110 (CK1),1,IBM Corporation,Intel Xeon X3480,3067,1,4,8,8,"324,736",137,51.5,"1,787"
"Hitachi, Ltd.","BS320 Server Blade C51P5
",10,IBM Corporation,Intel Xeon X5675,3067,20,120,240,240,"9,283,341","2,799","1,278","2,377"
"Hitachi, Ltd.",HA8000/TS20 (LK1),1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,24,"900,403",304,132,"2,075"
"Hitachi, Ltd.",HA8000/RS210 (LK1),1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,24,"899,893",302,136,"2,125"
"Hitachi, Ltd.",HA8000/RS220 (LK1),1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,24,"899,238",297,132,"2,126"
"Hitachi, Ltd.","BS2000 Server Blade E55A2
",8,IBM Corporation,Intel Xeon X5675,3067,16,96,192,192,"7,437,040","2,507","1,048","2,059"
"Hitachi, Ltd.","HA8000-bd/BD10X1
",40,IBM Corporation,Intel Core i7 610E,2533,40,80,160,320,"5,079,053","1,897",833,"1,856"
"Hitachi, Ltd.",HA8000/RS210 (AL),1,IBM Corporation,Intel Xeon X5675,3066,2,12,24,48,"913,110",293,118,"2,229"
"Hitachi, Ltd.",HA8000/RS220 (AL),1,IBM Corporation,Intel Xeon X5675,3066,2,12,24,48,"914,922",293,124,"2,204"
"Hitachi, Ltd.",HA8000/TS20 (AL),1,IBM Corporation,Intel Xeon X5675,3066,2,12,24,48,"917,438",301,125,"2,149"
"Hitachi, Ltd.",HA8000/RS440 (AL),1,IBM Corporation,Intel Xeon E7-4870,2400,4,40,80,128,"2,225,321",837,423,"1,816"
"Hitachi, Ltd.",HA8000/RS110 (DL),1,IBM Corporation,Intel Xeon E3-1280,3500,1,4,8,8,"412,411",114,37.6,"2,876"
"Hitachi, Ltd.",HA8000/SS10 (DL),1,IBM Corporation,Intel Xeon E3-1220,3100,1,4,4,8,"329,862",92.8,22.4,"3,026"
"Hitachi, Ltd.",HA8000/TS10 (DL),1,IBM Corporation,Intel Xeon E3-1280,3500,1,4,8,8,"411,743",98.4,24.2,"3,552"
"Hitachi, Ltd.","BS2000 Server Blade E57A2
",8,IBM Corporation,Intel Xeon processor E7-8870,2400,16,160,320,256,"9,644,336","3,948","2,024","1,586"
"Hitachi, Ltd.",HA8000/TS20BM,1,Oracle Corporation,Intel Xeon E5-2470,2300,2,16,32,32,"1,329,468",294,80.6,"3,987"
"Hitachi, Ltd.",HA8000/RS210-hHM,1,Oracle Corporation,Intel Xeon E5-2670,2600,2,16,32,32,"1,394,450",337,99.3,"3,597"
"Hitachi, Ltd.",HA8000/RS220-hHM,1,Oracle Corporation,Intel Xeon E5-2670,2600,2,16,32,32,"1,401,473",325,104,"3,677"
"Hitachi, Ltd.",HA8000/RS210AM,1,Oracle Corporation,Intel Xeon E5-2470,2300,2,16,32,32,"1,327,737",297,92.9,"3,775"
"Hitachi, Ltd.",HA8000/RS110-hHM,1,Oracle Corporation,Intel Xeon E5-2470,2300,1,8,16,16,"670,220",171,58.2,"3,224"
"Hitachi, Ltd.",HA8000/RS220AM,1,Oracle Corporation,Intel Xeon E5-2470,2300,2,16,32,32,"1,329,120",286,88.9,"3,911"
"Hitachi, Ltd.",HA8000/TS10-hJM,1,Oracle Corporation,Intel Xeon E5-2470,2300,1,8,16,16,"671,815",156,52.7,"3,501"
"Hitachi, Ltd.",HA8000/RS110 (DL2),1,IBM Corporation,Intel Xeon E3-1280v2,3600,1,4,8,8,"494,876",94,45.8,"3,744"
"Hitachi, Ltd.",HA8000/TS10 (DL2),1,IBM Corporation,Intel Xeon E3-1280v2,3600,1,4,8,8,"495,083",85.2,37.2,"4,342"
"Hitachi, Ltd.",HA8000/SS10 (DL2),1,IBM Corporation,Intel Xeon E3-1220v2 (Intel Turbo Boost Technology up to 3.50 GHz),3100,1,4,4,8,"407,490",69.7,36.6,"3,963"
"Huawei Technologies Co., Ltd","XH310
",4,IBM Corporation,Intel Xeon X3480,3067,4,16,32,32,"1,317,977",470,109,"2,286"
"Huawei Technologies Co., Ltd","XH310
",4,IBM Corporation,Intel Xeon X3470,2933,4,16,32,32,"1,284,361",472,109,"2,234"
"Huawei Technologies Co., Ltd","XH620
",2,IBM Corporation,Intel Xeon X5670,2930,4,24,48,24,"1,771,743",449,109,"3,041"
"Huawei Technologies Co., Ltd","XH620
",2,IBM Corporation,Intel Xeon X5675,3067,4,24,48,32,"1,854,268",463,108,"3,152"
"Huawei Technologies Co., Ltd",RH2285,1,IBM Corporation,Intel Xeon L5640,2266,2,12,24,16,"738,788",164,51,"3,199"
"Huawei Technologies Co., Ltd",RH2288 V2,1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,32,"1,280,523",257,59.7,"4,376"
"Huawei Technologies Co., Ltd",RH2288 V2,1,IBM Corporation,Intel Xeon E5-2650L,1800,2,16,32,32,"959,239",178,57.5,"4,186"
"Huawei Technologies Co., Ltd",RH2288 V2,1,IBM Corporation,Intel Xeon E5-2670,2600,2,16,32,32,"1,336,479",282,55.6,"4,590"
"Huawei Technologies Co., Ltd",RH2288 V2,1,IBM Corporation,Intel Xeon E5-2650L,1800,2,16,32,32,"960,074",170,55.3,"4,369"
"Huawei Technologies Co., Ltd","XH621 V2
",2,IBM Corporation,Intel Xeon E5-2650L,1800,4,32,64,64,"1,926,420",386,142,"3,712"
"Huawei Technologies Co., Ltd",RH2288 V2,1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,32,"1,246,966",243,54.7,"4,669"
"Huawei Technologies Co., Ltd",RH2288 V2,1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,48,"1,269,386",240,52.3,"4,752"
"Huawei Technologies Co., Ltd",RH2288 V2,1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,48,"1,282,967",239,51.6,"4,830"
"Huawei Technologies Co., Ltd",RH2288 V2,1,Oracle Corporation,Intel Xeon E5-2660,2200,2,16,32,16,"1,297,229",239,54,"5,088"
"Huawei Technologies Co., Ltd",RH2288 V2,1,Oracle Corporation,Intel Xeon E5-2650L,1800,2,16,32,16,"1,007,084",161,52.2,"4,846"
"Huawei Technologies Co., Ltd",RH2288 V2,1,Oracle Corporation,Intel Xeon E5-2670,2600,2,16,32,16,"1,394,534",279,54.8,"4,871"
"Huawei Technologies Co., Ltd",RH2285 V2,1,Oracle Corporation,Intel Xeon E5-2450L,1800,2,16,32,16,"1,006,482",167,54,"4,734"
"Huawei Technologies Co., Ltd",RH2285 V2,1,Oracle Corporation,Intel Xeon E5-2470,2300,2,16,32,16,"1,328,249",249,53,"5,052"
"Huawei Technologies Co., Ltd",RH2285 V2,1,Oracle Corporation,Intel Xeon E5-2450,2100,2,16,32,16,"1,254,329",231,53.4,"4,959"
"Huawei Technologies Co., Ltd",RH2285 V2,1,Oracle Corporation,Intel Xeon E5-2440,2400,2,12,24,16,"986,986",207,55.1,"4,117"
"Huawei Technologies Co., Ltd","XH320 V2
",4,Oracle Corporation,Intel Xeon E5-2470,2300,8,64,128,64,"5,289,221","1,079",180,"5,065"
"Huawei Technologies Co., Ltd",RH2485 V2,1,Oracle Corporation,Intel Xeon E5-4640,2400,4,32,64,48,"2,395,181",428,92.3,"5,013"
"Huawei Technologies Co., Ltd",RH2485 V2,1,Oracle Corporation,Intel Xeon E5-4640,2400,4,32,64,48,"2,402,711",430,92.7,"4,991"
"Huawei Technologies Co., Ltd",RH2288 V2,1,Oracle Corporation,Intel Xeon E5-2630,2300,2,12,24,32,"968,689",205,56.2,"3,990"
"Huawei Technologies Co., Ltd",RH2288 V2,1,Oracle Corporation,Intel Xeon E5-2665,2400,2,16,32,32,"1,348,825",275,56.2,"4,684"
"Huawei Technologies Co., Ltd",RH2288 V2,1,Oracle Corporation,Intel Xeon E5-2640,2500,2,12,24,32,"1,034,209",231,57,"3,992"
"Huawei Technologies Co., Ltd","BH640 V2
",3,Oracle Corporation,Intel Xeon E5-4640,2400,12,96,192,96,"7,067,768","1,253",283,"5,120"
"Huawei Technologies Co., Ltd",RH2285 V2,1,Oracle Corporation,Intel Xeon E5-2470,2300,2,16,32,24,"1,384,613",254,53.9,"5,203"
"Huawei Technologies Co., Ltd","BH622 V2
",4,Oracle Corporation,Intel Xeon E5-2660,2200,8,64,128,64,"5,271,615","1,003",238,"4,806"
"Huawei Technologies Co., Ltd",RH2285 V2,1,IBM Corporation,Intel Xeon E5-2470,2300,2,16,32,24,"1,489,644",241,51,"5,717"
"Huawei Technologies Co., Ltd",RH2288 V2,1,IBM Corporation,Intel Xeon E5-2680,2700,2,16,32,24,"1,437,235",236,66.8,"4,786"
"Huawei Technologies Co., Ltd",RH2288 V2,1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,24,"1,445,741",239,51.5,"5,453"
"Huawei Technologies Co., Ltd",RH2288 V2,1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,16,"1,397,144",231,52.4,"5,544"
"Huawei Technologies Co., Ltd",RH2288 V2,1,IBM Corporation,Intel Xeon E5-2650,2000,2,16,32,24,"1,307,626",207,55.3,"5,284"
"Huawei Technologies Co., Ltd",RH2485 V2,1,IBM Corporation,Intel Xeon E5-4607,2200,4,24,48,60,"1,693,493",324,89.6,"4,266"
"Huawei Technologies Co., Ltd",RH2288H V2-8 Rack Server,1,IBM Corporation,Intel Xeon E5-2660V2,2200,2,20,40,24,"1,759,570",202,52,"7,336"
"Huawei Technologies Co., Ltd","Tecal CH121
",6,IBM Corporation,Intel Xeon E5-2660 v2,2200,12,120,240,144,"10,356,616","1,310",334,"6,309"
"Huawei Technologies Co., Ltd","Tecal CH121
",8,IBM Corporation,Intel Xeon E5-2660 v2,2200,16,160,320,192,"13,828,286","1,732",417,"6,453"
"Huawei Technologies Co., Ltd",RH2288H V2,1,IBM Corporation,Intel Xeon E5-2609,2400,2,8,8,48,"543,919",137,68.7,"2,716"
"Huawei Technologies Co., Ltd","XH628 V3
",3,IBM Corporation,Intel Xeon E5-2699 v3,2300,6,108,216,192,NC,NC,NC,NC
"Huawei Technologies Co., Ltd",FusionServer RH2288 V3,1,IBM Corporation,Intel Xeon E5-2699 V3,2300,2,36,72,64,NC,NC,NC,NC
"Huawei Technologies Co., Ltd",FusionServer RH2288 V3,1,IBM Corporation,Intel Xeon E5-2699V3,2300,2,36,72,64,NC,NC,NC,NC
"Huawei Technologies Co., Ltd",Fusion Server RH2288H V3,1,IBM Corporation,Intel Xeon E5-2699 v3,2300,2,36,72,64,"3,206,810",266,44.8,"10,700"
"Huawei Technologies Co., Ltd",Fusion Server RH2288H V3,1,Oracle Corporation,Intel Xeon E5-2698 V4,2200,2,40,80,64,"4,009,213",329,43.5,"12,212"
"Huawei Technologies Co., Ltd","Fusion Server XH620 V3
",4,Oracle Corporation,Intel Xeon E5-2698 V4,2200,8,160,320,256,"15,938,684","1,419",217,"10,653"
"Huawei Technologies Co., Ltd","FusionServer CH121 V3
",8,Oracle Corporation,Intel Xeon E5-2683 V4,2100,16,256,512,4096,"24,662,648","3,868","1,080","5,316"
"Huawei Technologies Co., Ltd","FusionServer CH121 V3
",10,Oracle Corporation,Intel Xeon E5-2683 V4,2100,20,320,640,5120,"30,620,865","4,425","1,250","5,555"
"Huawei Technologies Co., Ltd","FusionServer XH321 V3
",4,Oracle Corporation,Intel Xeon E5-2699 v4,2200,8,176,352,256,"15,118,177","1,322",232,"10,261"
"Huawei Technologies Co., Ltd",Fusion Server 2288H V5,1,Oracle Corporation,Intel Xeon Platinum 8176,2100,2,56,112,192,"5,941,377",461,49.6,"12,968"
"Huawei Technologies Co., Ltd",Fusion Server 2288H V5,1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,192,"5,604,531",423,48.9,"13,398"
"Huawei Technologies Co., Ltd",Fusion Server 2288H V5,1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,192,"5,835,340",437,50.3,"13,478"
"Huawei Technologies Co., Ltd",Fusion Server 2288H V5,1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,"5,876,718",415,49.9,"13,490"
"Huawei Technologies Co., Ltd",Fusion Server 5288 V5,1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,"5,865,062",414,50,"13,388"
"Huawei Technologies Co., Ltd",Fusion Server 2288H V5,1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,"6,119,759",419,52.2,"14,224"
"Huawei Technologies Co., Ltd",Fusion Server 5288 V5,1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,"6,112,700",422,51.5,"14,071"
"Huawei Technologies Co., Ltd",Fusion Server 1288H V5,1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,"6,065,816",421,51.7,"14,209"
"Huawei Technologies Co., Ltd",Fusion Server 1288H V5,1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,"5,862,280",414,50.3,"13,465"
IBM Corporation,IBM System x3450,1,IBM Corporation,Intel Xeon E5462,2800,2,8,8,16,"323,998",252,130,854
IBM Corporation,IBM System x3200 M2,1,IBM Corporation,Intel Xeon X3360,2833,1,4,4,4,"185,456",115,57.5,"1,054"
IBM Corporation,IBM System x3250 M2,1,IBM Corporation,Intel X3350,2666,1,4,4,4,"173,021",119,68.9,913
IBM Corporation,IBM System x3350,1,IBM Corporation,Intel Xeon X3360,2833,1,4,4,4,"187,275",126,71.7,926
IBM Corporation,IBM System x3250 M2,1,IBM Corporation,Intel Xeon X3360,2830,1,4,4,4,"188,975",127,70,940
IBM Corporation,IBM System x3350,1,IBM Corporation,Intel Xeon X3360,2830,1,4,4,4,"187,946",125,65.9,974
IBM Corporation,IBM System x3200 M2,1,IBM Corporation,Intel Xeon X3360,2833,1,4,4,4,"190,234",119,56.7,"1,064"
IBM Corporation,IBM System x3650 M2,1,IBM Corporation,Intel Xeon X5570,2933,2,8,16,8,"620,270",244,81.4,"1,860"
IBM Corporation,IBM System x3650 M2,1,IBM Corporation,Intel Xeon X5570,2933,2,8,16,8,"617,957",236,72.2,"1,929"
IBM Corporation,IBM System x3550 M2,1,IBM Corporation,Intel Xeon X5570,2933,2,8,16,8,"623,736",244,74.3,"1,892"
IBM Corporation,"IBM System x iDataPlex dx360 M2
",2,IBM Corporation,Intel Xeon X5570,2933,4,16,32,24,"1,298,719",475,116,"2,066"
IBM Corporation,IBM System x3550 M2,1,IBM Corporation,Intel Xeon X5570,2933,2,8,16,8,"639,516",243,74.1,"1,938"
IBM Corporation,IBM System x3650 M2,1,IBM Corporation,Intel Xeon X5570,2933,2,8,16,8,"640,447",237,72.5,"1,977"
IBM Corporation,IBM System x3400 M2,1,IBM Corporation,Intel Xeon E5540,2533,2,8,16,8,"548,091",223,70.9,"1,750"
IBM Corporation,"IBM System x iDataPlex dx360 M2
",2,IBM Corporation,Intel Xeon L5530,2400,4,16,32,16,"1,069,123",339,98.9,"2,231"
IBM Corporation,System x3250 M3,1,IBM Corporation,Intel Xeon X3470,2933,1,4,8,8,"314,314",115,43,"2,050"
IBM Corporation,System x3200 M3,1,IBM Corporation,Intel Xeon X3470,2933,1,4,8,8,"311,452",118,45.8,"2,035"
IBM Corporation,IBM System x3650 M2,1,IBM Corporation,Intel Xeon L5530,2400,2,8,16,8,"536,046",179,65.4,"2,053"
IBM Corporation,IBM System x3550 M2,1,IBM Corporation,Intel Xeon L5530,2400,2,8,16,8,"530,326",180,65.8,"2,018"
IBM Corporation,IBM System x3200 M3,1,IBM Corporation,Intel Xeon X3470,2933,1,4,8,8,"314,803",115,45.4,"2,057"
IBM Corporation,IBM System x3250 M3,1,IBM Corporation,Intel Xeon X3470,2933,1,4,8,8,"313,804",113,41.6,"2,098"
IBM Corporation,IBM System x3400 M2,1,IBM Corporation,Intel Xeon E5540,2533,2,8,16,8,"553,807",218,67,"1,865"
IBM Corporation,"IBM System x iDataPlex dx360 M3
",2,IBM Corporation,Intel Xeon X5670,2933,4,24,48,24,"1,800,052",475,101,"3,038"
IBM Corporation,IBM System x3400 M3,1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,12,"917,430",258,69.2,"2,660"
IBM Corporation,IBM System x3650 M3,1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,12,"922,152",238,66.3,"2,927"
IBM Corporation,IBM System x3550 M3,1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,12,"912,178",247,66,"2,843"
IBM Corporation,"IBM System x iDataPlex dx360 M3
",2,IBM Corporation,Intel Xeon L5640,2267,4,24,48,24,"1,471,188",341,92.7,"3,159"
IBM Corporation,System x3620 M3,1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,12,"910,529",236,64,"2,916"
IBM Corporation,System x3630 M3,1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,12,"906,596",259,84.6,"2,550"
